name,LCD,PLD,density g/cm3,VSA_m2/cm3,GSA_m^2/g,Vp_cm3/g,void_fraction,u(mol/s),time(s),K,P_ads,P_desor,CH4,CO2,H_m,D_m,CH4_MTC,CO2_MTC,Purity,Recovery
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,200,288,1,0.2,0.7,0.3,0.25,0.01,0.01,0.01,0.077657155,0.983291667
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,200,288,1,0.2,0.7,0.3,0.25,0.01,0.01,0.02,0.077031687,0.980183333
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,200,288,1,0.2,0.7,0.3,0.3,0.01,0.01,0.005,0.067334208,0.9893
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,200,288,1,0.2,0.7,0.3,0.3,0.01,0.01,0.01,0.066188915,0.982266667
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,200,288,1,0.2,0.7,0.3,0.3,0.01,0.01,0.02,0.064535387,0.978283333
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,200,288,1,0.2,0.85,0.15,0.2,0.01,0.01,0.005,0.052791607,0.989666667
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,200,288,1,0.2,0.85,0.15,0.2,0.01,0.01,0.01,0.05250803,0.9857
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,200,288,1,0.2,0.85,0.15,0.2,0.01,0.01,0.02,0.052390615,0.983733333
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,200,288,1,0.2,0.85,0.15,0.25,0.01,0.01,0.005,0.040829918,0.989066667
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,200,288,1,0.2,0.85,0.15,0.25,0.01,0.01,0.01,0.041627314,0.984333333
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,200,288,1,0.2,0.85,0.15,0.25,0.01,0.01,0.02,0.041531317,0.9819
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,200,288,1,0.2,0.85,0.15,0.3,0.01,0.01,0.005,0.034527156,0.98865
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,200,288,1,0.2,0.85,0.15,0.3,0.01,0.01,0.01,0.034325148,0.983033333
Ni-MOF-74,2.88311,1.27053,1.71067,0,0,0.226578,0.3876,2.00E-05,200,288,1,0.2,0.85,0.15,0.3,0.01,0.01,0.02,0.034237209,0.980183333
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,278,1,0.2,0.5,0.5,0.1,0.01,0.01,0.05,0.310488558,0.982895
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,278,1,0.2,0.5,0.5,0.1,0.01,0.01,0.075,0.310931218,0.98443
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,278,1,0.2,0.5,0.5,0.1,0.01,0.01,0.1,0.310847115,0.982925
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,278,1,0.2,0.5,0.5,0.15,0.01,0.01,0.05,0.222972842,0.979115
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,278,1,0.2,0.5,0.5,0.15,0.01,0.01,0.075,0.22350785,0.978685
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,278,1,0.2,0.5,0.5,0.15,0.01,0.01,0.1,0.223592457,0.978435
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,278,1,0.2,0.5,0.5,0.2,0.01,0.01,0.05,0.171847626,0.976
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,278,1,0.2,0.5,0.5,0.2,0.01,0.01,0.075,0.171508765,0.9838
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,278,1,0.2,0.5,0.5,0.2,0.01,0.01,0.1,0.171576791,0.98395
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,278,1,0.2,0.7,0.3,0.1,0.01,0.01,0.05,0.208297178,0.986191667
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,278,1,0.2,0.7,0.3,0.1,0.01,0.01,0.075,0.207871584,0.986025
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,278,1,0.2,0.7,0.3,0.1,0.01,0.01,0.1,0.208053951,0.985941667
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,278,1,0.2,0.7,0.3,0.15,0.01,0.01,0.05,0.145964047,0.983291667
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,278,1,0.2,0.7,0.3,0.15,0.01,0.01,0.075,0.146001052,0.983408333
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,278,1,0.2,0.7,0.3,0.15,0.01,0.01,0.1,0.145993015,0.983325
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,278,1,0.2,0.7,0.3,0.2,0.01,0.01,0.05,0.111259205,0.980833333
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,278,1,0.2,0.7,0.3,0.2,0.01,0.01,0.075,0.111026401,0.980575
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,278,1,0.2,0.7,0.3,0.2,0.01,0.01,0.1,0.111242007,0.980475
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,278,1,0.2,0.85,0.15,0.1,0.01,0.01,0.05,0.115879426,0.98945
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,278,1,0.2,0.85,0.15,0.1,0.01,0.01,0.075,0.115841284,0.988483333
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,278,1,0.2,0.85,0.15,0.1,0.01,0.01,0.1,0.115708703,0.988466667
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,278,1,0.2,0.85,0.15,0.15,0.01,0.01,0.05,0.079211177,0.987433333
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,278,1,0.2,0.85,0.15,0.15,0.01,0.01,0.075,0.079064378,0.986
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,278,1,0.2,0.85,0.15,0.15,0.01,0.01,0.1,0.078937115,0.985966667
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,278,1,0.2,0.85,0.15,0.2,0.01,0.01,0.05,0.059569024,0.9855
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,278,1,0.2,0.85,0.15,0.2,0.01,0.01,0.075,0.059487127,0.983616667
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,278,1,0.2,0.85,0.15,0.2,0.01,0.01,0.1,0.059402004,0.983583333
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,288,1,0.2,0.5,0.5,0.1,0.01,0.01,0.05,0.385237246,0.98499
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,288,1,0.2,0.5,0.5,0.1,0.01,0.01,0.075,0.385703882,0.98508
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,288,1,0.2,0.5,0.5,0.1,0.01,0.01,0.1,0.385356417,0.98505
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,288,1,0.2,0.5,0.5,0.15,0.01,0.01,0.05,0.286601175,0.982155
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,288,1,0.2,0.5,0.5,0.15,0.01,0.01,0.075,0.28679075,0.981755
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,288,1,0.2,0.5,0.5,0.15,0.01,0.01,0.1,0.287012495,0.98161
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,288,1,0.2,0.5,0.5,0.2,0.01,0.01,0.05,0.225577414,0.97965
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,288,1,0.2,0.5,0.5,0.2,0.01,0.01,0.075,0.225675335,0.979405
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,288,1,0.2,0.5,0.5,0.2,0.01,0.01,0.1,0.225446598,0.979455
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,288,1,0.2,0.7,0.3,0.1,0.01,0.01,0.05,0.26650646,0.987941667
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,288,1,0.2,0.7,0.3,0.1,0.01,0.01,0.075,0.266533855,0.987816667
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,288,1,0.2,0.7,0.3,0.1,0.01,0.01,0.1,0.266707468,0.987766667
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,288,1,0.2,0.7,0.3,0.15,0.01,0.01,0.05,0.191569299,0.985791667
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,288,1,0.2,0.7,0.3,0.15,0.01,0.01,0.075,0.191811863,0.986841667
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,288,1,0.2,0.7,0.3,0.15,0.01,0.01,0.1,0.191530916,0.985575
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,288,1,0.2,0.7,0.3,0.2,0.01,0.01,0.05,0.148519758,0.983991667
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,288,1,0.2,0.7,0.3,0.2,0.01,0.01,0.075,0.148495997,0.983841667
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,288,1,0.2,0.7,0.3,0.2,0.01,0.01,0.1,0.148390884,0.983783333
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,288,1,0.2,0.85,0.15,0.1,0.01,0.01,0.05,0.153265444,0.990066667
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,288,1,0.2,0.85,0.15,0.1,0.01,0.01,0.075,0.153031888,0.99005
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,288,1,0.2,0.85,0.15,0.1,0.01,0.01,0.1,0.153072321,0.990066667
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,288,1,0.2,0.85,0.15,0.15,0.01,0.01,0.05,0.106241322,0.988283333
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,288,1,0.2,0.85,0.15,0.15,0.01,0.01,0.075,0.106132282,0.988266667
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,288,1,0.2,0.85,0.15,0.15,0.01,0.01,0.1,0.106188922,0.988266667
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,288,1,0.2,0.85,0.15,0.2,0.01,0.01,0.05,0.080792943,0.986566667
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,288,1,0.2,0.85,0.15,0.2,0.01,0.01,0.075,0.080797712,0.986533333
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,288,1,0.2,0.85,0.15,0.2,0.01,0.01,0.1,0.080876403,0.98785
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,298,1,0.2,0.5,0.5,0.1,0.01,0.01,0.05,0.464655856,0.987015
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,298,1,0.2,0.5,0.5,0.1,0.01,0.01,0.075,0.463988467,0.986465
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,298,1,0.2,0.5,0.5,0.1,0.01,0.01,0.1,0.463181788,0.986605
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,298,1,0.2,0.5,0.5,0.15,0.01,0.01,0.05,0.357710842,0.98427
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,298,1,0.2,0.5,0.5,0.15,0.01,0.01,0.075,0.357910205,0.98399
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,298,1,0.2,0.5,0.5,0.15,0.01,0.01,0.1,0.357744077,0.983925
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,298,1,0.2,0.5,0.5,0.2,0.01,0.01,0.05,0.28842015,0.98231
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,298,1,0.2,0.5,0.5,0.2,0.01,0.01,0.075,0.288661809,0.982205
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,298,1,0.2,0.5,0.5,0.2,0.01,0.01,0.1,0.288388265,0.982435
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,298,1,0.2,0.7,0.3,0.1,0.01,0.01,0.05,0.33141702,0.98915
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,298,1,0.2,0.7,0.3,0.1,0.01,0.01,0.075,0.331323418,0.989066667
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,298,1,0.2,0.7,0.3,0.1,0.01,0.01,0.1,0.331283566,0.989025
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,298,1,0.2,0.7,0.3,0.15,0.01,0.01,0.05,0.246091422,0.987583333
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,298,1,0.2,0.7,0.3,0.15,0.01,0.01,0.075,0.246256762,0.987491667
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,298,1,0.2,0.7,0.3,0.15,0.01,0.01,0.1,0.246210586,0.987458333
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,298,1,0.2,0.7,0.3,0.2,0.01,0.01,0.05,0.194330375,0.986283333
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,298,1,0.2,0.7,0.3,0.2,0.01,0.01,0.075,0.194286202,0.9862
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,298,1,0.2,0.7,0.3,0.2,0.01,0.01,0.1,0.194409307,0.986183333
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,298,1,0.2,0.85,0.15,0.1,0.01,0.01,0.05,0.196484832,0.9916
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,298,1,0.2,0.85,0.15,0.1,0.01,0.01,0.075,0.196466016,0.9916
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,298,1,0.2,0.85,0.15,0.1,0.01,0.01,0.1,0.196210797,0.991616667
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,298,1,0.2,0.85,0.15,0.15,0.01,0.01,0.05,0.139994249,0.989866667
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,298,1,0.2,0.85,0.15,0.15,0.01,0.01,0.075,0.139992929,0.989866667
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,298,1,0.2,0.85,0.15,0.15,0.01,0.01,0.1,0.140127689,0.9906
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,298,1,0.2,0.85,0.15,0.2,0.01,0.01,0.05,0.10805661,0.988633333
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,298,1,0.2,0.85,0.15,0.2,0.01,0.01,0.075,0.108041945,0.9886
Mg-MOF-74,11.86103,11.05441,0.880186,1475.45,1676.29,0.750625,0.66069,2.00E-05,200,298,1,0.2,0.85,0.15,0.2,0.01,0.01,0.1,0.108042979,0.988616667
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,278,1,0.2,0.5,0.5,0.05,0.01,0.01,0.001,0.334219879,0.083315
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,278,1,0.2,0.5,0.5,0.05,0.01,0.01,0.005,0.71872278,0.37626
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,278,1,0.2,0.5,0.5,0.05,0.01,0.01,0.01,0.816791343,0.5734545
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,278,1,0.2,0.5,0.5,0.1,0.01,0.01,0.001,0.365283562,0.17761
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,278,1,0.2,0.5,0.5,0.1,0.01,0.01,0.005,0.688009063,0.66744
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,278,1,0.2,0.5,0.5,0.1,0.01,0.01,0.01,0.731750727,0.869565
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,278,1,0.2,0.5,0.5,0.2,0.01,0.01,0.001,0.414785725,0.387105
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,278,1,0.2,0.5,0.5,0.2,0.01,0.01,0.005,0.548765868,0.96813
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,278,1,0.2,0.5,0.5,0.2,0.01,0.01,0.01,0.521712398,0.980055
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,278,1,0.2,0.7,0.3,0.05,0.01,0.01,0.001,0.179728429,0.084623333
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,278,1,0.2,0.7,0.3,0.05,0.01,0.01,0.005,0.510666375,0.371819167
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,278,1,0.2,0.7,0.3,0.05,0.01,0.01,0.01,0.625923588,0.566734167
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,278,1,0.2,0.7,0.3,0.1,0.01,0.01,0.001,0.19903251,0.180108333
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,278,1,0.2,0.7,0.3,0.1,0.01,0.01,0.005,0.477915823,0.643358333
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,278,1,0.2,0.7,0.3,0.1,0.01,0.01,0.01,0.539248719,0.842245833
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,278,1,0.2,0.7,0.3,0.2,0.01,0.01,0.001,0.232451829,0.40595
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,278,1,0.2,0.7,0.3,0.2,0.01,0.01,0.005,0.370242512,0.933066667
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,278,1,0.2,0.7,0.3,0.2,0.01,0.01,0.01,0.365747794,0.968341667
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,278,1,0.2,0.85,0.15,0.05,0.01,0.01,0.001,0.084865254,0.085366667
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,278,1,0.2,0.85,0.15,0.05,0.01,0.01,0.005,0.296065851,0.368613333
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,278,1,0.2,0.85,0.15,0.05,0.01,0.01,0.01,0.393583038,0.55876
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,278,1,0.2,0.85,0.15,0.1,0.01,0.01,0.001,0.093264294,0.178316667
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,278,1,0.2,0.85,0.15,0.1,0.01,0.01,0.005,0.271171715,0.627885
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,278,1,0.2,0.85,0.15,0.1,0.01,0.01,0.01,0.325957116,0.822626667
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,278,1,0.2,0.85,0.15,0.2,0.01,0.01,0.001,0.11308699,0.423
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,278,1,0.2,0.85,0.15,0.2,0.01,0.01,0.005,0.204276127,0.908005
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,278,1,0.2,0.85,0.15,0.2,0.01,0.01,0.01,0.209328419,0.959573333
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,288,1,0.2,0.5,0.5,0.05,0.01,0.01,0.001,0.298763223,0.05893
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,288,1,0.2,0.5,0.5,0.05,0.01,0.01,0.005,0.68912313,0.272849
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,288,1,0.2,0.5,0.5,0.05,0.01,0.01,0.01,0.802124118,0.4233575
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,288,1,0.2,0.5,0.5,0.1,0.01,0.01,0.001,0.326389396,0.125045
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,288,1,0.2,0.5,0.5,0.1,0.01,0.01,0.005,0.681318265,0.503485
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,288,1,0.2,0.5,0.5,0.1,0.01,0.01,0.01,0.764145812,0.72063
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,288,1,0.2,0.5,0.5,0.2,0.01,0.01,0.001,0.369111996,0.266545
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,288,1,0.2,0.5,0.5,0.2,0.01,0.01,0.005,0.610696378,0.84219
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,288,1,0.2,0.5,0.5,0.2,0.01,0.01,0.01,0.607834186,0.945325
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,288,1,0.2,0.7,0.3,0.05,0.01,0.01,0.001,0.158883005,0.060210833
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,288,1,0.2,0.7,0.3,0.05,0.01,0.01,0.005,0.479350765,0.271090833
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,288,1,0.2,0.7,0.3,0.05,0.01,0.01,0.01,0.606568852,0.424610833
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,288,1,0.2,0.7,0.3,0.1,0.01,0.01,0.001,0.17330526,0.125525
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,288,1,0.2,0.7,0.3,0.1,0.01,0.01,0.005,0.466719395,0.490270833
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,288,1,0.2,0.7,0.3,0.1,0.01,0.01,0.01,0.563548784,0.711325833
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,288,1,0.2,0.7,0.3,0.2,0.01,0.01,0.001,0.199719526,0.27415
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,288,1,0.2,0.7,0.3,0.2,0.01,0.01,0.005,0.406644028,0.803308333
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,288,1,0.2,0.7,0.3,0.2,0.01,0.01,0.01,0.427698,0.922808333
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,288,1,0.2,0.85,0.15,0.05,0.01,0.01,0.001,0.074378464,0.060816667
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,288,1,0.2,0.85,0.15,0.05,0.01,0.01,0.005,0.2722853,0.26995
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,288,1,0.2,0.85,0.15,0.05,0.01,0.01,0.01,0.375664798,0.422986667
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,288,1,0.2,0.85,0.15,0.1,0.01,0.01,0.001,0.080082742,0.123821667
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,288,1,0.2,0.85,0.15,0.1,0.01,0.01,0.005,0.261258835,0.481818333
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,288,1,0.2,0.85,0.15,0.1,0.01,0.01,0.01,0.33710534,0.687158333
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,288,1,0.2,0.85,0.15,0.2,0.01,0.01,0.001,0.094625024,0.28015
ZIF-8,11.30885,3.43594,0.949262,0,0,0.662483,0.62887,2.00E-05,200,288,1,0.2,0.85,0.15,0.2,0.01,0.01,0.005,0.221692073,0.779033333
